"county","date","actual_cases"
"嘉義縣","2020-03-03",0
"屏東縣","2020-03-03",0
"澎湖縣","2020-03-03",0
"花蓮縣","2020-03-03",0
"台東縣","2020-03-03",0
"金門縣","2020-03-03",0
"連江縣","2020-03-03",0
"台北市","2020-03-04",9
"台中市","2020-03-04",4
"台南市","2020-03-04",1
"高雄市","2020-03-04",2
"基隆市","2020-03-04",0
"新竹市","2020-03-04",0
"嘉義市","2020-03-04",0
"新北市","2020-03-04",9
"桃園市","2020-03-04",9
"新竹縣","2020-03-04",0
"宜蘭縣","2020-03-04",1
"苗栗縣","2020-03-04",0
"彰化縣","2020-03-04",5
"南投縣","2020-03-04",2
"雲林縣","2020-03-04",0
"嘉義縣","2020-03-04",0
"屏東縣","2020-03-04",0
"澎湖縣","2020-03-04",0
"花蓮縣","2020-03-04",0
"台東縣","2020-03-04",0
"金門縣","2020-03-04",0
"連江縣","2020-03-04",0
"台北市","2020-03-05",9
"台中市","2020-03-05",4
"台南市","2020-03-05",1
"高雄市","2020-03-05",2
"基隆市","2020-03-05",0
"新竹市","2020-03-05",0
"嘉義市","2020-03-05",0
"新北市","2020-03-05",11
"桃園市","2020-03-05",9
"新竹縣","2020-03-05",0
"宜蘭縣","2020-03-05",1
"苗栗縣","2020-03-05",0
"彰化縣","2020-03-05",5
"南投縣","2020-03-05",2
"雲林縣","2020-03-05",0
"嘉義縣","2020-03-05",0
"屏東縣","2020-03-05",0
"澎湖縣","2020-03-05",0
"花蓮縣","2020-03-05",0
"台東縣","2020-03-05",0
"金門縣","2020-03-05",0
"連江縣","2020-03-05",0
"台北市","2020-03-06",9
"台中市","2020-03-06",4
"台南市","2020-03-06",1
"高雄市","2020-03-06",2
"基隆市","2020-03-06",0
"新竹市","2020-03-06",0
"嘉義市","2020-03-06",0
"新北市","2020-03-06",11
"桃園市","2020-03-06",10
"新竹縣","2020-03-06",0
"宜蘭縣","2020-03-06",1
"苗栗縣","2020-03-06",0
"彰化縣","2020-03-06",5
"南投縣","2020-03-06",2
"雲林縣","2020-03-06",0
"嘉義縣","2020-03-06",0
"屏東縣","2020-03-06",0
"澎湖縣","2020-03-06",0
"花蓮縣","2020-03-06",0
"台東縣","2020-03-06",0
"金門縣","2020-03-06",0
"連江縣","2020-03-06",0
"台北市","2020-03-07",9
"台中市","2020-03-07",4
"台南市","2020-03-07",1
"高雄市","2020-03-07",2
"基隆市","2020-03-07",0
"新竹市","2020-03-07",0
"嘉義市","2020-03-07",0
"新北市","2020-03-07",11
"桃園市","2020-03-07",10
"新竹縣","2020-03-07",0
"宜蘭縣","2020-03-07",1
"苗栗縣","2020-03-07",0
"彰化縣","2020-03-07",5
"南投縣","2020-03-07",2
"雲林縣","2020-03-07",0
"嘉義縣","2020-03-07",0
"屏東縣","2020-03-07",0
"澎湖縣","2020-03-07",0
"花蓮縣","2020-03-07",0
"台東縣","2020-03-07",0
"金門縣","2020-03-07",0
"連江縣","2020-03-07",0
"台北市","2020-03-08",9
"台中市","2020-03-08",4
"台南市","2020-03-08",1
"高雄市","2020-03-08",2
"基隆市","2020-03-08",0
"新竹市","2020-03-08",0
"嘉義市","2020-03-08",0
"新北市","2020-03-08",11
"桃園市","2020-03-08",10
"新竹縣","2020-03-08",0
"宜蘭縣","2020-03-08",1
"苗栗縣","2020-03-08",0
"彰化縣","2020-03-08",5
"南投縣","2020-03-08",2
"雲林縣","2020-03-08",0
"嘉義縣","2020-03-08",0
"屏東縣","2020-03-08",0
"澎湖縣","2020-03-08",0
"花蓮縣","2020-03-08",0
"台東縣","2020-03-08",0
"金門縣","2020-03-08",0
"連江縣","2020-03-08",0
"台北市","2020-03-09",9
"台中市","2020-03-09",4
"台南市","2020-03-09",1
"高雄市","2020-03-09",2
"基隆市","2020-03-09",0
"新竹市","2020-03-09",0
"嘉義市","2020-03-09",0
"新北市","2020-03-09",11
"桃園市","2020-03-09",10
"新竹縣","2020-03-09",0
"宜蘭縣","2020-03-09",1
"苗栗縣","2020-03-09",0
"彰化縣","2020-03-09",5
"南投縣","2020-03-09",2
"雲林縣","2020-03-09",0
"嘉義縣","2020-03-09",0
"屏東縣","2020-03-09",0
"澎湖縣","2020-03-09",0
"花蓮縣","2020-03-09",0
"台東縣","2020-03-09",0
"金門縣","2020-03-09",0
"連江縣","2020-03-09",0
"台北市","2020-03-10",9
"台中市","2020-03-10",4
"台南市","2020-03-10",2
"高雄市","2020-03-10",2
"基隆市","2020-03-10",0
"新竹市","2020-03-10",0
"嘉義市","2020-03-10",0
"新北市","2020-03-10",11
"桃園市","2020-03-10",11
"新竹縣","2020-03-10",0
"宜蘭縣","2020-03-10",1
"苗栗縣","2020-03-10",0
"彰化縣","2020-03-10",5
"南投縣","2020-03-10",2
"雲林縣","2020-03-10",0
"嘉義縣","2020-03-10",0
"屏東縣","2020-03-10",0
"澎湖縣","2020-03-10",0
"花蓮縣","2020-03-10",0
"台東縣","2020-03-10",0
"金門縣","2020-03-10",0
"連江縣","2020-03-10",0
"台北市","2020-03-11",9
"台中市","2020-03-11",4
"台南市","2020-03-11",2
"高雄市","2020-03-11",2
"基隆市","2020-03-11",1
"新竹市","2020-03-11",0
"嘉義市","2020-03-11",0
"新北市","2020-03-11",11
"桃園市","2020-03-11",11
"新竹縣","2020-03-11",0
"宜蘭縣","2020-03-11",1
"苗栗縣","2020-03-11",0
"彰化縣","2020-03-11",5
"南投縣","2020-03-11",2
"雲林縣","2020-03-11",0
"嘉義縣","2020-03-11",0
"屏東縣","2020-03-11",0
"澎湖縣","2020-03-11",0
"花蓮縣","2020-03-11",0
"台東縣","2020-03-11",0
"金門縣","2020-03-11",0
"連江縣","2020-03-11",0
"台北市","2020-03-12",10
"台中市","2020-03-12",4
"台南市","2020-03-12",2
"高雄市","2020-03-12",2
"基隆市","2020-03-12",1
"新竹市","2020-03-12",0
"嘉義市","2020-03-12",0
"新北市","2020-03-12",11
"桃園市","2020-03-12",11
"新竹縣","2020-03-12",0
"宜蘭縣","2020-03-12",1
"苗栗縣","2020-03-12",0
"彰化縣","2020-03-12",5
"南投縣","2020-03-12",2
"雲林縣","2020-03-12",0
"嘉義縣","2020-03-12",0
"屏東縣","2020-03-12",0
"澎湖縣","2020-03-12",0
"花蓮縣","2020-03-12",0
"台東縣","2020-03-12",0
"金門縣","2020-03-12",0
"連江縣","2020-03-12",0
"台北市","2020-03-13",10
"台中市","2020-03-13",5
"台南市","2020-03-13",2
"高雄市","2020-03-13",2
"基隆市","2020-03-13",1
"新竹市","2020-03-13",0
"嘉義市","2020-03-13",0
"新北市","2020-03-13",11
"桃園市","2020-03-13",11
"新竹縣","2020-03-13",0
"宜蘭縣","2020-03-13",1
"苗栗縣","2020-03-13",0
"彰化縣","2020-03-13",5
"南投縣","2020-03-13",2
"雲林縣","2020-03-13",0
"嘉義縣","2020-03-13",0
"屏東縣","2020-03-13",0
"澎湖縣","2020-03-13",0
"花蓮縣","2020-03-13",0
"台東縣","2020-03-13",0
"金門縣","2020-03-13",0
"連江縣","2020-03-13",0
"台北市","2020-03-14",12
"台中市","2020-03-14",5
"台南市","2020-03-14",2
"高雄市","2020-03-14",2
"基隆市","2020-03-14",1
"新竹市","2020-03-14",0
"嘉義市","2020-03-14",0
"新北市","2020-03-14",11
"桃園市","2020-03-14",11
"新竹縣","2020-03-14",1
"宜蘭縣","2020-03-14",1
"苗栗縣","2020-03-14",0
"彰化縣","2020-03-14",5
"南投縣","2020-03-14",2
"雲林縣","2020-03-14",0
"嘉義縣","2020-03-14",0
"屏東縣","2020-03-14",0
"澎湖縣","2020-03-14",0
"花蓮縣","2020-03-14",0
"台東縣","2020-03-14",0
"金門縣","2020-03-14",0
"連江縣","2020-03-14",0
"台北市","2020-03-15",15
"台中市","2020-03-15",5
"台南市","2020-03-15",2
"高雄市","2020-03-15",2
"基隆市","2020-03-15",1
"新竹市","2020-03-15",0
"嘉義市","2020-03-15",0
"新北市","2020-03-15",14
"桃園市","2020-03-15",11
"新竹縣","2020-03-15",1
"宜蘭縣","2020-03-15",1
"苗栗縣","2020-03-15",0
"彰化縣","2020-03-15",5
"南投縣","2020-03-15",2
"雲林縣","2020-03-15",0
"嘉義縣","2020-03-15",0
"屏東縣","2020-03-15",0
"澎湖縣","2020-03-15",0
"花蓮縣","2020-03-15",0
"台東縣","2020-03-15",0
"金門縣","2020-03-15",0
"連江縣","2020-03-15",0
"台北市","2020-03-16",17
"台中市","2020-03-16",6
"台南市","2020-03-16",2
"高雄市","2020-03-16",5
"基隆市","2020-03-16",1
"新竹市","2020-03-16",0
"嘉義市","2020-03-16",0
"新北市","2020-03-16",15
"桃園市","2020-03-16",11
"新竹縣","2020-03-16",1
"宜蘭縣","2020-03-16",1
"苗栗縣","2020-03-16",0
"彰化縣","2020-03-16",5
"南投縣","2020-03-16",2
"雲林縣","2020-03-16",1
"嘉義縣","2020-03-16",0
"屏東縣","2020-03-16",0
"澎湖縣","2020-03-16",0
"花蓮縣","2020-03-16",0
"台東縣","2020-03-16",0
"金門縣","2020-03-16",0
"連江縣","2020-03-16",0
"台北市","2020-03-17",20
"台中市","2020-03-17",8
"台南市","2020-03-17",3
"高雄市","2020-03-17",6
"基隆市","2020-03-17",1
"新竹市","2020-03-17",0
"嘉義市","2020-03-17",0
"新北市","2020-03-17",16
"桃園市","2020-03-17",11
"新竹縣","2020-03-17",1
"宜蘭縣","2020-03-17",1
"苗栗縣","2020-03-17",1
"彰化縣","2020-03-17",5
"南投縣","2020-03-17",2
"雲林縣","2020-03-17",2
"嘉義縣","2020-03-17",0
"屏東縣","2020-03-17",0
"澎湖縣","2020-03-17",0
"花蓮縣","2020-03-17",0
"台東縣","2020-03-17",0
"金門縣","2020-03-17",0
"連江縣","2020-03-17",0
"台北市","2020-03-18",26
"台中市","2020-03-18",9
"台南市","2020-03-18",5
"高雄市","2020-03-18",8
"基隆市","2020-03-18",1
"新竹市","2020-03-18",1
"嘉義市","2020-03-18",0
"新北市","2020-03-18",25
"桃園市","2020-03-18",13
"新竹縣","2020-03-18",1
"宜蘭縣","2020-03-18",1
"苗栗縣","2020-03-18",1
"彰化縣","2020-03-18",5
"南投縣","2020-03-18",2
"雲林縣","2020-03-18",2
"嘉義縣","2020-03-18",0
"屏東縣","2020-03-18",0
"澎湖縣","2020-03-18",0
"花蓮縣","2020-03-18",0
"台東縣","2020-03-18",0
"金門縣","2020-03-18",0
"連江縣","2020-03-18",0
"台北市","2020-03-19",27
"台中市","2020-03-19",10
"台南市","2020-03-19",6
"高雄市","2020-03-19",9
"基隆市","2020-03-19",1
"新竹市","2020-03-19",2
"嘉義市","2020-03-19",0
"新北市","2020-03-19",28
"桃園市","2020-03-19",13
"新竹縣","2020-03-19",1
"宜蘭縣","2020-03-19",1
"苗栗縣","2020-03-19",1
"彰化縣","2020-03-19",5
"南投縣","2020-03-19",2
"雲林縣","2020-03-19",2
"嘉義縣","2020-03-19",0
"屏東縣","2020-03-19",0
"澎湖縣","2020-03-19",0
"花蓮縣","2020-03-19",0
"台東縣","2020-03-19",0
"金門縣","2020-03-19",0
"連江縣","2020-03-19",0
"台北市","2020-03-20",35
"台中市","2020-03-20",15
"台南市","2020-03-20",7
"高雄市","2020-03-20",9
"基隆市","2020-03-20",1
"新竹市","2020-03-20",4
"嘉義市","2020-03-20",0
"新北市","2020-03-20",35
"桃園市","2020-03-20",15
"新竹縣","2020-03-20",1
"宜蘭縣","2020-03-20",1
"苗栗縣","2020-03-20",1
"彰化縣","2020-03-20",6
"南投縣","2020-03-20",2
"雲林縣","2020-03-20",3
"嘉義縣","2020-03-20",0
"屏東縣","2020-03-20",0
"澎湖縣","2020-03-20",0
"花蓮縣","2020-03-20",0
"台東縣","2020-03-20",0
"金門縣","2020-03-20",0
"連江縣","2020-03-20",0
"台北市","2020-03-21",40
"台中市","2020-03-21",18
"台南市","2020-03-21",8
"高雄市","2020-03-21",11
"基隆市","2020-03-21",1
"新竹市","2020-03-21",4
"嘉義市","2020-03-21",0
"新北市","2020-03-21",40
"桃園市","2020-03-21",16
"新竹縣","2020-03-21",1
"宜蘭縣","2020-03-21",1
"苗栗縣","2020-03-21",1
"彰化縣","2020-03-21",6
"南投縣","2020-03-21",2
"雲林縣","2020-03-21",3
"嘉義縣","2020-03-21",0
"屏東縣","2020-03-21",1
"澎湖縣","2020-03-21",0
"花蓮縣","2020-03-21",0
"台東縣","2020-03-21",0
"金門縣","2020-03-21",0
"連江縣","2020-03-21",0
"台北市","2020-03-22",43
"台中市","2020-03-22",21
"台南市","2020-03-22",9
"高雄市","2020-03-22",11
"基隆市","2020-03-22",1
"新竹市","2020-03-22",4
"嘉義市","2020-03-22",0
"新北市","2020-03-22",43
"桃園市","2020-03-22",21
"新竹縣","2020-03-22",1
"宜蘭縣","2020-03-22",1
"苗栗縣","2020-03-22",1
"彰化縣","2020-03-22",7
"南投縣","2020-03-22",2
"雲林縣","2020-03-22",3
"嘉義縣","2020-03-22",0
"屏東縣","2020-03-22",1
"澎湖縣","2020-03-22",0
"花蓮縣","2020-03-22",0
"台東縣","2020-03-22",0
"金門縣","2020-03-22",0
"連江縣","2020-03-22",0
"台北市","2020-03-23",52
"台中市","2020-03-23",24
"台南市","2020-03-23",9
"高雄市","2020-03-23",12
"基隆市","2020-03-23",1
"新竹市","2020-03-23",4
"嘉義市","2020-03-23",0
"新北市","2020-03-23",51
"桃園市","2020-03-23",22
"新竹縣","2020-03-23",2
"宜蘭縣","2020-03-23",1
"苗栗縣","2020-03-23",1
"彰化縣","2020-03-23",8
"南投縣","2020-03-23",2
"雲林縣","2020-03-23",3
"嘉義縣","2020-03-23",0
"屏東縣","2020-03-23",3
"澎湖縣","2020-03-23",0
"花蓮縣","2020-03-23",0
"台東縣","2020-03-23",0
"金門縣","2020-03-23",0
"連江縣","2020-03-23",0
"台北市","2020-03-24",58
"台中市","2020-03-24",25
"台南市","2020-03-24",9
"高雄市","2020-03-24",14
"基隆市","2020-03-24",1
"新竹市","2020-03-24",5
"嘉義市","2020-03-24",0
"新北市","2020-03-24",55
"桃園市","2020-03-24",24
"新竹縣","2020-03-24",3
"宜蘭縣","2020-03-24",1
"苗栗縣","2020-03-24",2
"彰化縣","2020-03-24",9
"南投縣","2020-03-24",2
"雲林縣","2020-03-24",3
"嘉義縣","2020-03-24",0
"屏東縣","2020-03-24",5
"澎湖縣","2020-03-24",0
"花蓮縣","2020-03-24",0
"台東縣","2020-03-24",0
"金門縣","2020-03-24",0
"連江縣","2020-03-24",0
"台北市","2020-03-25",63
"台中市","2020-03-25",26
"台南市","2020-03-25",11
"高雄市","2020-03-25",15
"基隆市","2020-03-25",2
"新竹市","2020-03-25",6
"嘉義市","2020-03-25",1
"新北市","2020-03-25",59
"桃園市","2020-03-25",24
"新竹縣","2020-03-25",4
"宜蘭縣","2020-03-25",1
"苗栗縣","2020-03-25",3
"彰化縣","2020-03-25",10
"南投縣","2020-03-25",2
"雲林縣","2020-03-25",3
"嘉義縣","2020-03-25",0
"屏東縣","2020-03-25",5
"澎湖縣","2020-03-25",0
"花蓮縣","2020-03-25",0
"台東縣","2020-03-25",0
"金門縣","2020-03-25",0
"連江縣","2020-03-25",0
"台北市","2020-03-26",69
"台中市","2020-03-26",28
"台南市","2020-03-26",11
"高雄市","2020-03-26",15
"基隆市","2020-03-26",3
"新竹市","2020-03-26",6
"嘉義市","2020-03-26",3
"新北市","2020-03-26",61
"桃園市","2020-03-26",25
"新竹縣","2020-03-26",4
"宜蘭縣","2020-03-26",2
"苗栗縣","2020-03-26",3
"彰化縣","2020-03-26",12
"南投縣","2020-03-26",2
"雲林縣","2020-03-26",3
"嘉義縣","2020-03-26",0
"屏東縣","2020-03-26",5
"澎湖縣","2020-03-26",0
"花蓮縣","2020-03-26",0
"台東縣","2020-03-26",0
"金門縣","2020-03-26",0
"連江縣","2020-03-26",0
"台北市","2020-03-27",75
"台中市","2020-03-27",28
"台南市","2020-03-27",11
"高雄市","2020-03-27",19
"基隆市","2020-03-27",3
"新竹市","2020-03-27",6
"嘉義市","2020-03-27",3
"新北市","2020-03-27",63
"桃園市","2020-03-27",27
"新竹縣","2020-03-27",4
"宜蘭縣","2020-03-27",2
"苗栗縣","2020-03-27",3
"彰化縣","2020-03-27",12
"南投縣","2020-03-27",2
"雲林縣","2020-03-27",4
"嘉義縣","2020-03-27",0
"屏東縣","2020-03-27",5
"澎湖縣","2020-03-27",0
"花蓮縣","2020-03-27",0
"台東縣","2020-03-27",0
"金門縣","2020-03-27",0
"連江縣","2020-03-27",0
"台北市","2020-03-28",80
"台中市","2020-03-28",28
"台南市","2020-03-28",12
"高雄市","2020-03-28",22
"基隆市","2020-03-28",3
"新竹市","2020-03-28",6
"嘉義市","2020-03-28",3
"新北市","2020-03-28",67
"桃園市","2020-03-28",29
"新竹縣","2020-03-28",4
"宜蘭縣","2020-03-28",2
"苗栗縣","2020-03-28",3
"彰化縣","2020-03-28",13
"南投縣","2020-03-28",2
"雲林縣","2020-03-28",4
"嘉義縣","2020-03-28",0
"屏東縣","2020-03-28",5
"澎湖縣","2020-03-28",0
"花蓮縣","2020-03-28",0
"台東縣","2020-03-28",0
"金門縣","2020-03-28",0
"連江縣","2020-03-28",0
"台北市","2020-03-29",83
"台中市","2020-03-29",32
"台南市","2020-03-29",12
"高雄市","2020-03-29",24
"基隆市","2020-03-29",3
"新竹市","2020-03-29",6
"嘉義市","2020-03-29",3
"新北市","2020-03-29",70
"桃園市","2020-03-29",30
"新竹縣","2020-03-29",4
"宜蘭縣","2020-03-29",2
"苗栗縣","2020-03-29",3
"彰化縣","2020-03-29",14
"南投縣","2020-03-29",2
"雲林縣","2020-03-29",4
"嘉義縣","2020-03-29",0
"屏東縣","2020-03-29",6
"澎湖縣","2020-03-29",0
"花蓮縣","2020-03-29",0
"台東縣","2020-03-29",0
"金門縣","2020-03-29",0
"連江縣","2020-03-29",0
"台北市","2020-03-30",84
"台中市","2020-03-30",33
"台南市","2020-03-30",13
"高雄市","2020-03-30",25
"基隆市","2020-03-30",3
"新竹市","2020-03-30",7
"嘉義市","2020-03-30",3
"新北市","2020-03-30",72
"桃園市","2020-03-30",31
"新竹縣","2020-03-30",4
"宜蘭縣","2020-03-30",2
"苗栗縣","2020-03-30",3
"彰化縣","2020-03-30",14
"南投縣","2020-03-30",2
"雲林縣","2020-03-30",4
"嘉義縣","2020-03-30",0
"屏東縣","2020-03-30",6
"澎湖縣","2020-03-30",0
"花蓮縣","2020-03-30",0
"台東縣","2020-03-30",0
"金門縣","2020-03-30",0
"連江縣","2020-03-30",0
"台北市","2020-03-31",91
"台中市","2020-03-31",33
"台南市","2020-03-31",13
"高雄市","2020-03-31",26
"基隆市","2020-03-31",3
"新竹市","2020-03-31",8
"嘉義市","2020-03-31",3
"新北市","2020-03-31",75
"桃園市","2020-03-31",32
"新竹縣","2020-03-31",5
"宜蘭縣","2020-03-31",2
"苗栗縣","2020-03-31",3
"彰化縣","2020-03-31",16
"南投縣","2020-03-31",2
"雲林縣","2020-03-31",4
"嘉義縣","2020-03-31",0
"屏東縣","2020-03-31",6
"澎湖縣","2020-03-31",0
"花蓮縣","2020-03-31",0
"台東縣","2020-03-31",0
"金門縣","2020-03-31",0
"連江縣","2020-03-31",0
"台北市","2020-04-01",93
"台中市","2020-04-01",33
"台南市","2020-04-01",13
"高雄市","2020-04-01",27
"基隆市","2020-04-01",3
"新竹市","2020-04-01",8
"嘉義市","2020-04-01",3
"新北市","2020-04-01",77
"桃園市","2020-04-01",32
"新竹縣","2020-04-01",5
"宜蘭縣","2020-04-01",2
"苗栗縣","2020-04-01",3
"彰化縣","2020-04-01",16
"南投縣","2020-04-01",2
"雲林縣","2020-04-01",4
"嘉義縣","2020-04-01",1
"屏東縣","2020-04-01",7
"澎湖縣","2020-04-01",0
"花蓮縣","2020-04-01",0
"台東縣","2020-04-01",0
"金門縣","2020-04-01",0
"連江縣","2020-04-01",0
"台北市","2020-04-02",96
"台中市","2020-04-02",33
"台南市","2020-04-02",13
"高雄市","2020-04-02",27
"基隆市","2020-04-02",3
"新竹市","2020-04-02",8
"嘉義市","2020-04-02",3
"新北市","2020-04-02",80
"桃園市","2020-04-02",34
"新竹縣","2020-04-02",6
"宜蘭縣","2020-04-02",2
"苗栗縣","2020-04-02",3
"彰化縣","2020-04-02",17
"南投縣","2020-04-02",2
"雲林縣","2020-04-02",4
"嘉義縣","2020-04-02",1
"屏東縣","2020-04-02",7
"澎湖縣","2020-04-02",0
"花蓮縣","2020-04-02",0
"台東縣","2020-04-02",0
"金門縣","2020-04-02",0
"連江縣","2020-04-02",0
"台北市","2020-04-03",100
"台中市","2020-04-03",34
"台南市","2020-04-03",13
"高雄市","2020-04-03",27
"基隆市","2020-04-03",3
"新竹市","2020-04-03",9
"嘉義市","2020-04-03",3
"新北市","2020-04-03",82
"桃園市","2020-04-03",35
"新竹縣","2020-04-03",6
"宜蘭縣","2020-04-03",2
"苗栗縣","2020-04-03",3
"彰化縣","2020-04-03",17
"南投縣","2020-04-03",2
"雲林縣","2020-04-03",4
"嘉義縣","2020-04-03",1
"屏東縣","2020-04-03",7
"澎湖縣","2020-04-03",0
"花蓮縣","2020-04-03",0
"台東縣","2020-04-03",0
"金門縣","2020-04-03",0
"連江縣","2020-04-03",0
"台北市","2020-04-04",104
"台中市","2020-04-04",34
"台南市","2020-04-04",13
"高雄市","2020-04-04",27
"基隆市","2020-04-04",3
"新竹市","2020-04-04",9
"嘉義市","2020-04-04",3
"新北市","2020-04-04",83
"桃園市","2020-04-04",36
"新竹縣","2020-04-04",6
"宜蘭縣","2020-04-04",2
"苗栗縣","2020-04-04",3
"彰化縣","2020-04-04",17
"南投縣","2020-04-04",2
"雲林縣","2020-04-04",4
"嘉義縣","2020-04-04",2
"屏東縣","2020-04-04",7
"澎湖縣","2020-04-04",0
"花蓮縣","2020-04-04",0
"台東縣","2020-04-04",0
"金門縣","2020-04-04",0
"連江縣","2020-04-04",0
"台北市","2020-04-05",107
"台中市","2020-04-05",35
"台南市","2020-04-05",13
"高雄市","2020-04-05",27
"基隆市","2020-04-05",3
"新竹市","2020-04-05",10
"嘉義市","2020-04-05",3
"新北市","2020-04-05",85
"桃園市","2020-04-05",36
"新竹縣","2020-04-05",6
"宜蘭縣","2020-04-05",2
"苗栗縣","2020-04-05",3
"彰化縣","2020-04-05",18
"南投縣","2020-04-05",2
"雲林縣","2020-04-05",4
"嘉義縣","2020-04-05",2
"屏東縣","2020-04-05",7
"澎湖縣","2020-04-05",0
"花蓮縣","2020-04-05",0
"台東縣","2020-04-05",0
"金門縣","2020-04-05",0
"連江縣","2020-04-05",0
"台北市","2020-04-06",107
"台中市","2020-04-06",37
"台南市","2020-04-06",14
"高雄市","2020-04-06",27
"基隆市","2020-04-06",6
"新竹市","2020-04-06",11
"嘉義市","2020-04-06",3
"新北市","2020-04-06",85
"桃園市","2020-04-06",39
"新竹縣","2020-04-06",6
"宜蘭縣","2020-04-06",2
"苗栗縣","2020-04-06",3
"彰化縣","2020-04-06",18
"南投縣","2020-04-06",2
"雲林縣","2020-04-06",4
"嘉義縣","2020-04-06",2
"屏東縣","2020-04-06",7
"澎湖縣","2020-04-06",0
"花蓮縣","2020-04-06",0
"台東縣","2020-04-06",0
"金門縣","2020-04-06",0
"連江縣","2020-04-06",0
